device,country,topic,level1,level2,raw_messages,raw_users,raw_conversations,date
desktop,840,Fitness to Drive Assessments,Aerospace & Defense,Space Technology,1,1,1,2025-12-01
desktop,840,Retractable Sofas,Technology,Hardware and Electronics,4,4,4,2025-12-01
desktop,840,Deep Brain Stimulation Programming,Technology,Design and 3D Technology,5,5,5,2025-12-01
desktop,840,Document Production Services,Technology,AgriTech and FoodTech,1,1,1,2025-12-01
desktop,840,Tax Planning Training,Technology,Marketing and AdTech,3,2,3,2025-12-01
desktop,840,Daily Life Information,Technology,Digital Media and Content,1,1,1,2025-12-01
desktop,840,Lottery Retailer Directory,Technology,Sports and Fitness Technology,3,3,3,2025-12-01
desktop,840,Partner Network Management,Financial Services,Investment Banking and Capital Markets,7,6,6,2025-12-01
desktop,840,Dance Bar,Technology,Cloud Computing,2,2,2,2025-12-01
desktop,840,DIY Sustainable Projects,Technology,General Technology and Services,1,1,1,2025-12-01
desktop,840,Event Exclusive Merchandise,Technology,Gaming and Immersive Tech,6,6,6,2025-12-01
desktop,840,Gold Plated Coins,Aerospace & Defense,Space Technology,1,1,1,2025-12-01
desktop,840,Online Gaming Competitions,Technology,Retail and E-commerce Tech,3,3,3,2025-12-01
desktop,840,Framed Certificates,Technology,Educational Technology,5,5,5,2025-12-01
desktop,840,Agricultural Holdings,Financial Services,General Financial Services & Support,2,2,2,2025-12-01
desktop,840,Geological Drilling,Aerospace & Defense,General Aerospace & Infrastructure,1,1,1,2025-12-01
desktop,840,Vietnamese Pancakes,Technology,Data Analytics,1,1,1,2025-12-01
desktop,840,Aviation Camps,Financial Services,Retail and Commercial Banking,7,5,5,2025-12-01
desktop,840,Cooperative Retail Services,Aerospace & Defense,Aviation Maintenance & Services,1,1,1,2025-12-01
desktop,840,Digital Game Assets,Technology,Travel and Hospitality Technology,2,2,2,2025-12-01
desktop,840,DIY Ornament Kits,Aerospace & Defense,Aerospace Parts & Systems,5,5,5,2025-12-01
desktop,840,Kill Team,Technology,Geospatial Technology,1,1,1,2025-12-01
desktop,840,Graduate Record Examinations (GRE) Preparation,Financial Services,Retail and Commercial Banking,4,3,3,2025-12-01
desktop,840,Account Checkers,Technology,Gaming and Immersive Tech,1,1,1,2025-12-01
desktop,840,Online Results Services,Financial Services,Consumer Financial Literacy,5,4,4,2025-12-01
desktop,840,Machine Stands,Technology,Event Management Technology,1,1,1,2025-12-01
desktop,840,Outpatient Care for People with Disabilities,Technology,Data Analytics,1,1,1,2025-12-01
desktop,840,Captain's License Training,Technology,IT Services and Support,2,1,1,2025-12-01
desktop,840,Woodwind Instrument Pads,Aerospace & Defense,General Aerospace & Infrastructure,1,1,1,2025-12-01
desktop,840,Theological Workshops,Technology,General Technology and Services,2,1,1,2025-12-01
desktop,840,Pipeline Leak Detection,Technology,Telecommunications and Networking,2,2,2,2025-12-01
desktop,840,Workforce Planning (GPEC),Technology,Government Technology,5,5,5,2025-12-01
desktop,840,Vehicle Classification,Technology,Design and 3D Technology,1,1,1,2025-12-01
desktop,840,Investment Diamonds,Financial Services,Accounting and Auditing,4,3,3,2025-12-01
desktop,840,Camping Gadgets,Aerospace & Defense,Unmanned Systems,4,2,2,2025-12-01
desktop,840,Colocation Hosting,Aerospace & Defense,Aerospace Parts & Systems,5,4,4,2025-12-01
desktop,840,Ship Windows,Aerospace & Defense,Aerospace Parts & Systems,4,4,4,2025-12-01
desktop,840,Pearl Effect Paints,Technology,Artificial Intelligence,2,1,1,2025-12-01
desktop,840,Flight Delay Compensation Services,Technology,Financial Technology,7,3,3,2025-12-01
desktop,840,Special Freight Transport,Technology,Mobility and Logistics,2,2,2,2025-12-01
desktop,840,Caller ID Devices,Technology,Event Management Technology,5,5,5,2025-12-01
desktop,840,Rabbinical Studies,Financial Services,Regulatory Compliance Bodies,1,1,1,2025-12-01
desktop,840,Communication Equipment PCBs,Aerospace & Defense,Unmanned Systems,3,3,3,2025-12-01
desktop,840,Financial Analysis & Advice,Technology,Cloud Computing,1,1,1,2025-12-01
desktop,840,Military Benefits Information,Technology,Aerospace and Defense,3,3,3,2025-12-01
desktop,840,Legal Articles & Essays,Technology,Industrial Manufacturing and Robotics,1,1,1,2025-12-01
desktop,840,Water Metering & Billing,Technology,AgriTech and FoodTech,1,1,1,2025-12-01
desktop,840,Running Gear Reviews,Aerospace & Defense,General Aerospace & Infrastructure,1,1,1,2025-12-01
desktop,840,PCB Test Fixtures,Technology,Energy and Environmental Tech,1,1,1,2025-12-01
desktop,840,Bird Insurance,Aerospace & Defense,Aircraft Manufacturing,1,1,1,2025-12-01
desktop,840,Live Resin Vapes,Technology,Gaming and Immersive Tech,2,2,2,2025-12-01
desktop,840,Pregnancy Blog,Technology,Digital Media and Content,1,1,1,2025-12-01
desktop,840,Activity Scheduling Software,Financial Services,Financial Technology Innovation,3,3,3,2025-12-01
desktop,840,UHF Radios,Technology,Consumer Electronics and Personal Computing,6,1,1,2025-12-01
desktop,840,Meat Industry Ingredients,Technology,Mobility and Logistics,1,1,1,2025-12-01
desktop,840,Food Service Architecture,Technology,Software Solutions,1,1,1,2025-12-01
desktop,840,Yute Footwear,Aerospace & Defense,Defense Systems,1,1,1,2025-12-01
desktop,840,RGB Keyboards,Financial Services,Financial Technology Innovation,1,1,1,2025-12-01
desktop,840,Remote Diagnostics Systems,Financial Services,Investment Banking and Capital Markets,1,1,1,2025-12-01
desktop,840,Smart Grid Communication,Technology,Industrial Manufacturing and Robotics,3,3,3,2025-12-01
desktop,840,Second-hand Branded Clothing,Financial Services,Payment Processing Systems,5,4,4,2025-12-01
desktop,840,Vacuum Excavator Rental,Technology,Energy and Environmental Tech,1,1,1,2025-12-01
desktop,840,Business Email Hosting,Technology,Search and Information Discovery,4,4,4,2025-12-01
desktop,840,Litigation Support & Forensic Accounting,Technology,Geospatial Technology,1,1,1,2025-12-01
desktop,840,Home Care Staffing,Technology,Telecommunications and Networking,5,5,5,2025-12-01
desktop,840,Large Format Printing Materials,Technology,Industrial Manufacturing and Robotics,1,1,1,2025-12-01
desktop,840,Nutrition & Supplement Guides,Technology,Blockchain and Cryptocurrency,7,5,5,2025-12-01
desktop,840,Team Building Music Workshops,Technology,Digital Media and Content,5,3,3,2025-12-01
desktop,840,Transmission Line Hardware,Technology,IoT and Smart Infrastructure,3,3,3,2025-12-01
desktop,840,Team Standings,Financial Services,Payment Processing Systems,2,2,2,2025-12-01
desktop,840,LGBTQ+ Dating Services,Technology,Internet and Web Services,10,7,7,2025-12-01
desktop,840,Natural Stone Kitchenware,Technology,Educational Technology,1,1,1,2025-12-01
desktop,840,Handmade Semi-Precious Stone Jewelry,Technology,Energy and Environmental Tech,1,1,1,2025-12-01
desktop,840,Amusement Park Attractions,Technology,Travel and Hospitality Technology,6,5,5,2025-12-01
desktop,840,Archival Art,Financial Services,Currency and Commodity Trading,3,2,2,2025-12-01
desktop,840,Women's Sportswear,Technology,Mobility and Logistics,8,6,6,2025-12-01
desktop,840,Ingress Protection (IP) Testing,Aerospace & Defense,Aviation Maintenance & Services,3,2,3,2025-12-01
desktop,840,Intelligent Robots,Technology,Healthcare Technology,3,2,2,2025-12-01
desktop,840,SaaS Podcasts,Technology,Event Management Technology,7,7,7,2025-12-01
desktop,840,Closet Accessories,Technology,Hardware and Electronics,2,2,2,2025-12-01
desktop,840,Money Management Education,Aerospace & Defense,General Aerospace & Infrastructure,1,1,1,2025-12-01
desktop,840,Offsite Document Storage,Technology,Geospatial Technology,5,4,4,2025-12-01
desktop,840,Tournament Previews,Financial Services,Debt Management Services,2,1,1,2025-12-01
desktop,840,Company Nameplates,Aerospace & Defense,Aerospace Parts & Systems,3,3,3,2025-12-01
desktop,840,Sports Training Facilities,Technology,Scientific Research Tech,1,1,1,2025-12-01
desktop,840,Team Sponsorships,Technology,Travel and Hospitality Technology,6,6,6,2025-12-01
desktop,840,Office Lighting Installation,Financial Services,General Financial Services & Support,1,1,1,2025-12-01
desktop,840,Athlete Scholarship Programs,Technology,PropTech and Construction,1,1,1,2025-12-01
desktop,840,Plated Dinners,Financial Services,Retail and Commercial Banking,2,2,2,2025-12-01
desktop,840,CBD E-liquids & Vapes,Technology,Mobility and Logistics,1,1,1,2025-12-01
desktop,840,RFID Systems,Technology,Government Technology,3,3,3,2025-12-01
desktop,840,Specialty Tooling,Aerospace & Defense,General Aerospace & Infrastructure,2,2,2,2025-12-01
desktop,840,Liturgical Resources,Technology,Retail and E-commerce Tech,1,1,1,2025-12-01
desktop,840,AI-Generated Photography,Aerospace & Defense,Aerospace Engineering,8,6,7,2025-12-01
desktop,840,Livelihood & Employment Programs,Technology,Educational Technology,2,2,2,2025-12-01
desktop,840,Portable Possessions Insurance,Aerospace & Defense,Space Technology,2,1,1,2025-12-01
desktop,840,Bureaus,Technology,Scientific Research Tech,1,1,1,2025-12-01
desktop,840,Undergraduate Programs,Technology,Hardware and Electronics,1,1,1,2025-12-01
desktop,840,Travel & Geography Content,Financial Services,Investment and Wealth Advisory,2,2,2,2025-12-01
desktop,840,Pre-Primary Programs,Technology,Social Platforms,1,1,1,2025-12-01
desktop,840,Sign Brackets,Technology,Retail and E-commerce Tech,4,4,4,2025-12-01
desktop,840,Construction Asset Management Software,Financial Services,General Financial Services & Support,1,1,1,2025-12-01
desktop,840,Travel Bottles,Technology,Data Analytics,1,1,1,2025-12-01
desktop,840,Tantra Mantra Services,Technology,Design and 3D Technology,4,3,3,2025-12-01
desktop,840,Technical Troubleshooting,Technology,Software Development,3,3,3,2025-12-01
desktop,840,Software Intelligence Platform,Technology,Hardware and Electronics,2,1,1,2025-12-01
desktop,840,Pre-Nursing Programs,Financial Services,General Financial Services & Support,4,4,4,2025-12-01
desktop,840,Electrical Testing,Technology,General Technology and Services,2,2,2,2025-12-01
desktop,840,Trade Credit Insurance,Technology,AgriTech and FoodTech,2,2,2,2025-12-01
desktop,840,NATO Straps,Financial Services,Retail and Commercial Banking,1,1,1,2025-12-01
desktop,840,Orchard Care,Financial Services,Investment Banking and Capital Markets,2,1,1,2025-12-01
desktop,840,Sleep Health Programs,Technology,Gaming and Immersive Tech,4,1,1,2025-12-01
desktop,840,Galgame Resources,Technology,Social Platforms,3,3,3,2025-12-01
desktop,840,Chronic Disease Prevention Programs,Financial Services,Investment and Wealth Advisory,1,1,1,2025-12-01
desktop,840,Quality and Quantity Inspection,Technology,Industrial Manufacturing and Robotics,16,6,6,2025-12-01
desktop,840,Pop Music Production,Technology,Sports and Fitness Technology,1,1,1,2025-12-01
desktop,840,Fund Formation Services,Financial Services,Real Estate Financing,3,2,3,2025-12-01
desktop,840,HTML,Technology,Retail and E-commerce Tech,3,3,3,2025-12-01
desktop,840,Cheque Processing,Technology,Telecommunications and Networking,9,7,7,2025-12-01
desktop,840,Nickel-Free Jewelry,Aerospace & Defense,Aircraft Manufacturing,1,1,1,2025-12-01
desktop,840,Multidisciplinary Healthcare Teams,Financial Services,Retail and Commercial Banking,3,3,3,2025-12-01
desktop,840,American BBQ,Technology,PropTech and Construction,3,1,2,2025-12-01
desktop,840,Player Scouting & Recruitment,Technology,Social Platforms,6,4,4,2025-12-01
desktop,840,Paper Guillotines,Technology,Event Management Technology,4,2,2,2025-12-01
desktop,840,Healthcare Research Dissemination,Technology,Software Solutions,1,1,1,2025-12-01
desktop,840,Confectionery Fillings,Aerospace & Defense,Aerospace Parts & Systems,2,2,2,2025-12-01
desktop,840,Landlord Software,Technology,Healthcare Technology,3,3,3,2025-12-01
desktop,840,On-site Audits,Financial Services,Payment Processing Systems,7,5,5,2025-12-01
desktop,840,Social Animation,Aerospace & Defense,Aerospace Engineering,3,2,2,2025-12-01
desktop,840,POV Cameras,Financial Services,Payment Processing Systems,1,1,1,2025-12-01
desktop,840,Sauce Cups,Aerospace & Defense,Aerospace Parts & Systems,2,1,1,2025-12-01
desktop,840,Early Career Development,Technology,IoT and Smart Infrastructure,2,2,2,2025-12-01
desktop,840,Gun Possession Defense,Technology,Retail and E-commerce Tech,1,1,1,2025-12-01
desktop,840,Sprouts Wholesale,Financial Services,Payment Processing Systems,2,2,2,2025-12-01
desktop,840,Chemometrics Software,Technology,Retail and E-commerce Tech,1,1,1,2025-12-01
desktop,840,Expert Consulting,Financial Services,Retail and Commercial Banking,4,4,4,2025-12-01
desktop,840,Education Fee Planning,Technology,Energy and Environmental Tech,2,2,2,2025-12-01
desktop,840,Skid Sprayers,Technology,Mobility and Logistics,1,1,1,2025-12-01
desktop,840,Feminist Blog,Financial Services,Investment and Wealth Advisory,1,1,1,2025-12-01
desktop,840,Wrestling Gear,Financial Services,Currency and Commodity Trading,1,1,1,2025-12-01
desktop,840,Handmade Posters,Financial Services,Consumer Financial Literacy,1,1,1,2025-12-01
desktop,840,Teacher Aids,Technology,Artificial Intelligence,3,3,3,2025-12-01
desktop,840,Guerrilla Marketing,Financial Services,Payment Processing Systems,3,3,3,2025-12-01
desktop,840,Human Trafficking Awareness & Education,Technology,Search and Information Discovery,1,1,1,2025-12-01
desktop,840,Modular Access Systems,Technology,Financial Technology,1,1,1,2025-12-01
desktop,840,Chip Resistors,Technology,Hardware and Electronics,3,2,2,2025-12-01
desktop,840,Beauty Machines,Technology,Design and 3D Technology,8,7,7,2025-12-01
desktop,840,Cultural Policy & Administration,Technology,Gaming and Immersive Tech,1,1,1,2025-12-01
desktop,840,Coin Buying Services,Technology,IT Services and Support,2,1,1,2025-12-01
desktop,840,Rockbreaker Boom Systems,Financial Services,Insurance Solutions,1,1,1,2025-12-01
desktop,840,Independent Engineering Services,Financial Services,Accounting and Auditing,2,2,2,2025-12-01
desktop,840,Entertainment Photography,Technology,AgriTech and FoodTech,1,1,1,2025-12-01
desktop,840,RFID Race Timing Systems,Technology,Digital Media and Content,1,1,1,2025-12-01
desktop,840,Genetic Disease Diagnostics,Technology,Scientific Research Tech,6,5,5,2025-12-01
desktop,840,Public IP Addresses,Technology,Cybersecurity and Identity,3,3,3,2025-12-01
desktop,840,Reagents & Solutions,Technology,Hardware and Electronics,3,3,3,2025-12-01
desktop,840,Integrated Sinks,Aerospace & Defense,Aviation Maintenance & Services,3,3,3,2025-12-01
desktop,840,Sewing & Tailoring Supplies,Technology,Digital Media and Content,2,1,1,2025-12-01
desktop,840,Cabriolet Rental,Technology,Design and 3D Technology,3,3,3,2025-12-01
desktop,840,Condominium Renovation Services,Technology,Energy and Environmental Tech,1,1,1,2025-12-01
desktop,840,KYC/AML Services,Aerospace & Defense,Aircraft Manufacturing,3,2,2,2025-12-01
desktop,840,Environmental Solutions (Oil & Gas),Aerospace & Defense,Unmanned Systems,1,1,1,2025-12-01
desktop,840,RFID Transponders,Aerospace & Defense,Unmanned Systems,3,2,2,2025-12-01
desktop,840,Manufacturing Engineering Training,Technology,Consumer Electronics and Personal Computing,1,1,1,2025-12-01
desktop,840,Candidate Biography,Technology,Marketing and AdTech,1,1,1,2025-12-01
desktop,840,Interdisciplinary Design Education,Technology,Government Technology,1,1,1,2025-12-01
desktop,840,Food Safety Professional Association,Aerospace & Defense,Defense Systems,1,1,1,2025-12-01
desktop,840,Installation Cables,Financial Services,Payment Processing Systems,1,1,1,2025-12-01
desktop,840,Idol Training,Technology,Educational Technology,1,1,1,2025-12-01
desktop,840,Family Reunion Planning & Coordination,Technology,Design and 3D Technology,1,1,1,2025-12-01
desktop,840,Broadcast Antennas,Aerospace & Defense,Aerospace Parts & Systems,4,4,4,2025-12-01
desktop,840,Robotic Material Handling Systems,Aerospace & Defense,Aviation Maintenance & Services,1,1,1,2025-12-01
desktop,840,Car Accessories,Aerospace & Defense,Aerospace Parts & Systems,5,3,3,2025-12-01
desktop,840,ELISA Systems,Technology,Marketing and AdTech,1,1,1,2025-12-01
desktop,840,Wax Emulsions,Aerospace & Defense,Aerospace Parts & Systems,1,1,1,2025-12-01
desktop,840,Environmental & Sustainability Consulting,Technology,Healthcare Technology,2,2,2,2025-12-01
